task__calibration,task__created,task__id,task__info,task__n_answers,task__priority_0,task__project_id,task__quorum,task__state,taskinfo__img
0,2015-07-13T18:11:20.605223,363,"{""img"": ""https://raw.githubusercontent.com/charoy/citizensourcing/master/corpus/assess/day2-8139751799.jpg""}",30,0.0,11,0,ongoing,https://raw.githubusercontent.com/charoy/citizensourcing/master/corpus/assess/day2-8139751799.jpg
0,2015-07-13T18:11:20.611332,364,"{""img"": ""https://raw.githubusercontent.com/charoy/citizensourcing/master/corpus/assess/day2-8139758929.jpg""}",30,0.0,11,0,ongoing,https://raw.githubusercontent.com/charoy/citizensourcing/master/corpus/assess/day2-8139758929.jpg
0,2015-07-13T18:11:20.616513,365,"{""img"": ""https://raw.githubusercontent.com/charoy/citizensourcing/master/corpus/assess/day2-8139760687.jpg""}",30,0.0,11,0,ongoing,https://raw.githubusercontent.com/charoy/citizensourcing/master/corpus/assess/day2-8139760687.jpg
0,2015-07-13T18:11:20.621929,366,"{""img"": ""https://raw.githubusercontent.com/charoy/citizensourcing/master/corpus/assess/day2-8139800854.jpg""}",30,0.0,11,0,ongoing,https://raw.githubusercontent.com/charoy/citizensourcing/master/corpus/assess/day2-8139800854.jpg
0,2015-07-13T18:11:20.627255,367,"{""img"": ""https://raw.githubusercontent.com/charoy/citizensourcing/master/corpus/assess/day2-8139801816.jpg""}",30,0.0,11,0,ongoing,https://raw.githubusercontent.com/charoy/citizensourcing/master/corpus/assess/day2-8139801816.jpg
0,2015-07-13T18:11:20.632616,368,"{""img"": ""https://raw.githubusercontent.com/charoy/citizensourcing/master/corpus/assess/day2-8139805181.jpg""}",30,0.0,11,0,ongoing,https://raw.githubusercontent.com/charoy/citizensourcing/master/corpus/assess/day2-8139805181.jpg
0,2015-07-13T18:11:20.637975,369,"{""img"": ""https://raw.githubusercontent.com/charoy/citizensourcing/master/corpus/assess/day2-8139805196.jpg""}",30,0.0,11,0,ongoing,https://raw.githubusercontent.com/charoy/citizensourcing/master/corpus/assess/day2-8139805196.jpg
0,2015-07-13T18:11:20.643899,370,"{""img"": ""https://raw.githubusercontent.com/charoy/citizensourcing/master/corpus/assess/day2-8139807855.jpg""}",30,0.0,11,0,ongoing,https://raw.githubusercontent.com/charoy/citizensourcing/master/corpus/assess/day2-8139807855.jpg
0,2015-07-13T18:11:20.648965,371,"{""img"": ""https://raw.githubusercontent.com/charoy/citizensourcing/master/corpus/assess/day2-8139822927.jpg""}",30,0.0,11,0,ongoing,https://raw.githubusercontent.com/charoy/citizensourcing/master/corpus/assess/day2-8139822927.jpg
0,2015-07-13T18:11:20.654238,372,"{""img"": ""https://raw.githubusercontent.com/charoy/citizensourcing/master/corpus/assess/day2-8139854879.jpg""}",30,0.0,11,0,ongoing,https://raw.githubusercontent.com/charoy/citizensourcing/master/corpus/assess/day2-8139854879.jpg
0,2015-07-13T18:11:20.659762,373,"{""img"": ""https://raw.githubusercontent.com/charoy/citizensourcing/master/corpus/assess/day2-8139865091.jpg""}",30,0.0,11,0,ongoing,https://raw.githubusercontent.com/charoy/citizensourcing/master/corpus/assess/day2-8139865091.jpg
0,2015-07-13T18:11:20.665019,374,"{""img"": ""https://raw.githubusercontent.com/charoy/citizensourcing/master/corpus/assess/day2-8139865449.jpg""}",30,0.0,11,0,ongoing,https://raw.githubusercontent.com/charoy/citizensourcing/master/corpus/assess/day2-8139865449.jpg
